accession,keyword
A6ND36,Nucleus
A6ND36,Phosphoprotein
A6ND36,Proteomics identification
A6ND36,Reference proteome
A6NDB9,ATP-binding
A6NDB9,Cell membrane
A6NDB9,Coiled coil
A6NDB9,Cytoplasm
A6NDB9,Lipoprotein
A6NDB9,Membrane
A6NDB9,Methylation
A6NDB9,Nucleotide-binding
A6NDB9,Palmitate
A6NDB9,Phosphoprotein
A6NDB9,Prenylation
A6NDB9,Proteomics identification
A6NDB9,Reference proteome
A6NDB9,Repeat
A6NDG6,Carbohydrate metabolism
A6NDG6,Disulfide bond
A6NDG6,Hydrolase
A6NDG6,Magnesium
A6NDG6,Metal-binding
A6NDG6,Protein phosphatase
A6NDG6,Proteomics identification
A6NDG6,Reference proteome
A6NDV4,Alternative splicing
A6NDV4,Cell adhesion
A6NDV4,Cell membrane
A6NDV4,Cytoplasm
A6NDV4,Disulfide bond
A6NDV4,EGF-like domain
A6NDV4,Endoplasmic reticulum
A6NDV4,Glycoprotein
A6NDV4,Growth regulation
A6NDV4,Membrane
A6NDV4,Mitochondrion
A6NDV4,Nucleus
A6NDV4,Proteomics identification
A6NDV4,Reference proteome
A6NDV4,Transmembrane
A6NDV4,Transmembrane helix
A6NED2,3D-structure
A6NED2,Chromatin regulator
A6NED2,Chromosome
A6NED2,Hydroxylation
A6NED2,Proteomics identification
A6NED2,Reference proteome
A6NED2,Repeat
A6NEM1,Alternative splicing
A6NEM1,Coiled coil
A6NEM1,Reference proteome
A6NER3,Reference proteome
A6NFA1,Cell membrane
A6NFA1,Glycoprotein
A6NFA1,GPI-anchor
A6NFA1,Hydrolase
A6NFA1,Lipoprotein
A6NFA1,Membrane
A6NFA1,Metal-binding
A6NFA1,Metalloprotease
A6NFA1,Protease
A6NFA1,Proteomics identification
A6NFA1,Reference proteome
A6NFA1,Signal
A6NFA1,Wnt signaling pathway
A6NFQ2,Alternative splicing
A6NFQ2,Cell membrane
A6NFQ2,Membrane
A6NFQ2,Proteomics identification
A6NFQ2,Reference proteome
A6NFQ2,Transport
A6NFX1,Cell membrane
A6NFX1,Lipid transport
A6NFX1,Membrane
A6NFX1,Proteomics identification
A6NFX1,Reference proteome
A6NFX1,Transmembrane
A6NFX1,Transmembrane helix
A6NFX1,Transport
A6NFY7,Chaperone
A6NFY7,Disease variant
A6NFY7,Mitochondrion
A6NFY7,Primary mitochondrial disease
A6NFY7,Proteomics identification
A6NFY7,Reference proteome
A6NFY7,Repeat
A6NGG8,3D-structure
A6NGG8,Cell projection
A6NGG8,Ciliopathy
A6NGG8,Cilium
A6NGG8,Cone-rod dystrophy
A6NGG8,Disease variant
A6NGG8,Lipoprotein
A6NGG8,Myristate
A6NGG8,Palmitate
A6NGG8,Proteomics identification
A6NGG8,Reference proteome
A6NGG8,Retinitis pigmentosa
A6NGG8,Sensory transduction
A6NGG8,Vision
A6NGQ2,3D-structure
A6NGQ2,Cytoplasm
A6NGQ2,Nucleus
A6NGQ2,Proteomics identification
A6NGQ2,Reference proteome
A6NGU5,Acyltransferase
A6NGU5,Glutathione biosynthesis
A6NGU5,Glycoprotein
A6NGU5,Hydrolase
A6NGU5,Membrane
A6NGU5,Protease
A6NGU5,Proteomics identification
A6NGU5,Reference proteome
A6NGU5,Signal-anchor
A6NGU5,Transferase
A6NGU5,Transmembrane
A6NGU5,Transmembrane helix
A6NGU5,Zymogen
A6NHL2,Alternative splicing
A6NHL2,Cytoplasm
A6NHL2,Cytoskeleton
A6NHL2,Direct protein sequencing
A6NHL2,GTP-binding
A6NHL2,Hydrolase
A6NHL2,Magnesium
A6NHL2,Metal-binding
A6NHL2,Microtubule
A6NHL2,Nucleotide-binding
A6NHL2,Proteomics identification
A6NHL2,Reference proteome
A6NHQ2,Methylation
A6NHQ2,Methyltransferase
A6NHQ2,Nucleus
A6NHQ2,Proteomics identification
A6NHQ2,Reference proteome
A6NHQ2,Ribonucleoprotein
A6NHQ2,RNA-binding
A6NHQ2,rRNA processing
A6NHQ2,S-adenosyl-L-methionine
A6NHQ2,Transferase
A6NHR9,3D-structure
A6NHR9,Acetylation
A6NHR9,Alternative splicing
A6NHR9,Chromatin regulator
A6NHR9,Chromosome
A6NHR9,Direct protein sequencing
A6NHR9,Disease variant
A6NHR9,DNA damage
A6NHR9,DNA repair
A6NHR9,DNA-binding
A6NHR9,Hydrolase
A6NHR9,Hypogonadotropic hypogonadism
A6NHR9,Isopeptide bond
A6NHR9,Kallmann syndrome
A6NHR9,Microphthalmia
A6NHR9,Phosphoprotein
A6NHR9,Proteomics identification
A6NHR9,Reference proteome
A6NHR9,Ubl conjugation
A6NHX0,Cytoplasm
A6NHX0,Proteomics identification
A6NHX0,Reference proteome
A6NI15,Developmental protein
A6NI15,Differentiation
A6NI15,DNA-binding
A6NI15,Nucleus
A6NI15,Reference proteome
A6NI15,Transcription
A6NI15,Transcription regulation
A6NI61,Cell membrane
A6NI61,Disease variant
A6NI61,Golgi apparatus
A6NI61,Lipoprotein
A6NI61,Membrane
A6NI61,Myogenesis
A6NI61,Palmitate
A6NI61,Reference proteome
A6NI61,Transmembrane
A6NI61,Transmembrane helix
A6NI73,3D-structure
A6NI73,Alternative splicing
A6NI73,Cell membrane
A6NI73,Disulfide bond
A6NI73,Glycoprotein
A6NI73,Immunity
A6NI73,Immunoglobulin domain
A6NI73,Innate immunity
A6NI73,Membrane
A6NI73,Proteomics identification
A6NI73,Receptor
A6NI73,Reference proteome
A6NI73,Repeat
A6NI73,Secreted
A6NI73,Signal
A6NI73,Transmembrane
A6NI73,Transmembrane helix
A6NIH7,3D-structure
A6NIH7,Acetylation
A6NIH7,Cell projection
A6NIH7,Cilium
A6NIH7,Cilium biogenesis/degradation
A6NIH7,Lipid-binding
A6NIH7,Protein transport
A6NIH7,Proteomics identification
A6NIH7,Reference proteome
A6NIH7,Transport
A6NIM6,Membrane
A6NIM6,Peptide transport
A6NIM6,Protein transport
A6NIM6,Reference proteome
A6NIM6,Symport
A6NIM6,Transmembrane
A6NIM6,Transmembrane helix
A6NIM6,Transport
A6NIX2,Cell junction
A6NIX2,Cilium biogenesis/degradation
A6NIX2,Cytoplasm
A6NIX2,LIM domain
A6NIX2,Metal-binding
A6NIX2,Nucleus
A6NIX2,Proteomics identification
A6NIX2,Reference proteome
A6NIX2,Repeat
A6NIX2,Repressor
A6NIX2,RNA-mediated gene silencing
A6NIX2,Transcription
A6NIX2,Transcription regulation
A6NIX2,Zinc
A6NJ78,3D-structure
A6NJ78,Alternative splicing
A6NJ78,Methyltransferase
A6NJ78,Mitochondrion
A6NJ78,Phosphoprotein
A6NJ78,Proteomics identification
A6NJ78,Reference proteome
A6NJ78,S-adenosyl-L-methionine
A6NJ78,Transferase
A6NJ78,Transit peptide
A6NK06,3D-structure
A6NK06,Antimicrobial
A6NK06,Immunity
A6NK06,Inflammatory response
A6NK06,Innate immunity
A6NK06,Lyase
A6NK06,Mitochondrion
A6NK06,Proteomics identification
A6NK06,Reference proteome
A6NK58,Acyltransferase
A6NK58,Disease variant
A6NK58,Ligase
A6NK58,Mitochondrion
A6NK58,Proteomics identification
A6NK58,Reference proteome
A6NK58,Transferase
A6NK58,Transit peptide
A6NK89,Coiled coil
A6NK89,Cytoplasm
A6NK89,Cytoskeleton
A6NK89,Neurogenesis
A6NK89,Proteomics identification
A6NK89,Reference proteome
A6NKB5,Alternative splicing
A6NKB5,Glycoprotein
A6NKB5,Membrane
A6NKB5,Proteomics identification
A6NKB5,Reference proteome
A6NKB5,Transmembrane
A6NKB5,Transmembrane helix
A6NKF2,DNA-binding
A6NKF2,Nucleus
A6NKF2,Proteomics identification
A6NKF2,Reference proteome
A6NKF2,Transcription
A6NKF2,Transcription regulation
A6NMB9,ATP-binding
A6NMB9,Cytoplasm
A6NMB9,Hydrolase
A6NMB9,Nucleotide-binding
A6NMB9,Nucleus
A6NMB9,Proteomics identification
A6NMB9,Reference proteome
A6NMY6,Acetylation
A6NMY6,Annexin
A6NMY6,Basement membrane
A6NMY6,Calcium
A6NMY6,Calcium/phospholipid-binding
A6NMY6,Extracellular matrix
A6NMY6,Phosphoprotein
A6NMY6,Proteomics identification
A6NMY6,Reference proteome
A6NMY6,Repeat
A6NMY6,Secreted
A6NMZ7,Alternative splicing
A6NMZ7,Cell adhesion
A6NMZ7,Collagen
A6NMZ7,Extracellular matrix
A6NMZ7,Glycoprotein
A6NMZ7,Hydroxylation
A6NMZ7,Proteomics identification
A6NMZ7,Reference proteome
A6NMZ7,Repeat
A6NMZ7,Secreted
A6NMZ7,Signal
A6NNB3,Cell membrane
A6NNB3,Developmental protein
A6NNB3,Disease variant
A6NNB3,Lipoprotein
A6NNB3,Membrane
A6NNB3,Mineral balance
A6NNB3,Osteogenesis imperfecta
A6NNB3,Palmitate
A6NNB3,Reference proteome
A6NNB3,Transmembrane
A6NNB3,Transmembrane helix
A6NNM8,Alternative splicing
A6NNM8,ATP-binding
A6NNM8,Coiled coil
A6NNM8,Cytoplasm
A6NNM8,Cytoskeleton
A6NNM8,Ligase
A6NNM8,Magnesium
A6NNM8,Metal-binding
A6NNM8,Microtubule
A6NNM8,Nucleotide-binding
A6NNM8,Reference proteome
A6NNN8,Amino-acid transport
A6NNN8,Cell projection
A6NNN8,Cytoplasm
A6NNN8,Disease variant
A6NNN8,Membrane
A6NNN8,Reference proteome
A6NNN8,Transmembrane
A6NNN8,Transmembrane helix
A6NNN8,Transport
A6NNY8,Cytoplasm
A6NNY8,Disease variant
A6NNY8,Hydrolase
A6NNY8,Immunity
A6NNY8,Innate immunity
A6NNY8,Intellectual disability
A6NNY8,Nucleus
A6NNY8,Protease
A6NNY8,Proteomics identification
A6NNY8,Reference proteome
A6NNY8,Thiol protease
A6NNY8,Ubl conjugation pathway
A6NNZ2,Cytoplasm
A6NNZ2,Cytoskeleton
A6NNZ2,GTP-binding
A6NNZ2,Isopeptide bond
A6NNZ2,Magnesium
A6NNZ2,Metal-binding
A6NNZ2,Microtubule
A6NNZ2,Nucleotide-binding
A6NNZ2,Phosphoprotein
A6NNZ2,Proteomics identification
A6NNZ2,Reference proteome
A6PVC2,Alternative splicing
A6PVC2,ATP-binding
A6PVC2,Cell projection
A6PVC2,Cilium
A6PVC2,Cytoplasm
A6PVC2,Cytoskeleton
A6PVC2,Flagellum
A6PVC2,Ligase
A6PVC2,Magnesium
A6PVC2,Metal-binding
A6PVC2,Microtubule
A6PVC2,Nucleotide-binding
A6PVC2,Reference proteome
A6PVI3,Reference proteome
A6QL63,Alternative splicing
A6QL63,ANK repeat
A6QL63,Membrane
A6QL63,Proteomics identification
A6QL63,Reference proteome
A6QL63,Repeat
A6QL63,Transmembrane
A6QL63,Transmembrane helix
A7E2V4,Alternative splicing
A7E2V4,Cytoplasm
A7E2V4,Metal-binding
A7E2V4,Phosphoprotein
A7E2V4,Proteomics identification
A7E2V4,Reference proteome
A7E2V4,Ubl conjugation pathway
A7E2V4,Zinc
A7E2V4,Zinc-finger
A7E2Y1,Actin-binding
A7E2Y1,Alternative splicing
A7E2Y1,ATP-binding
A7E2Y1,Coiled coil
A7E2Y1,Membrane
A7E2Y1,Motor protein
A7E2Y1,Muscle protein
A7E2Y1,Myosin
A7E2Y1,Nucleotide-binding
A7E2Y1,Proteomics identification
A7E2Y1,Reference proteome
A7E2Y1,Thick filament
A7KAX9,3D-structure
A7KAX9,Alternative splicing
A7KAX9,Cell projection
A7KAX9,Cytoplasm
A7KAX9,Endoplasmic reticulum
A7KAX9,Endosome
A7KAX9,Golgi apparatus
A7KAX9,GTPase activation
A7KAX9,Membrane
A7KAX9,Methylation
A7KAX9,Phosphoprotein
A7KAX9,Proteomics identification
A7KAX9,Reference proteome
A7KAX9,SH3 domain
A7KAX9,Synapse
A7MCY6,Alternative splicing
A7MCY6,Coiled coil
A7MCY6,Host-virus interaction
A7MCY6,Immunity
A7MCY6,Innate immunity
A7MCY6,Metal-binding
A7MCY6,Phosphoprotein
A7MCY6,Proteomics identification
A7MCY6,Reference proteome
A7MCY6,Zinc
A7MCY6,Zinc-finger
A7MD48,Differentiation
A7MD48,mRNA processing
A7MD48,mRNA splicing
A7MD48,Nucleus
A7MD48,Phosphoprotein
A7MD48,Proteomics identification
A7MD48,Reference proteome
A7MD48,RNA-binding
A8CG34,Alternative splicing
A8CG34,Endoplasmic reticulum
A8CG34,Membrane
A8CG34,mRNA transport
A8CG34,Nuclear pore complex
A8CG34,Nucleus
A8CG34,Phosphoprotein
A8CG34,Protein transport
A8CG34,Proteomics identification
A8CG34,Reference proteome
A8CG34,Repeat
A8CG34,Translocation
A8CG34,Transmembrane
A8CG34,Transmembrane helix
A8CG34,Transport
A8K0Z3,Actin-binding
A8K0Z3,Cytoplasm
A8K0Z3,Cytoplasmic vesicle
A8K0Z3,Cytoskeleton
A8K0Z3,Endosome
A8K0Z3,Isopeptide bond
A8K0Z3,Membrane
A8K0Z3,Protein transport
A8K0Z3,Reference proteome
A8K0Z3,Transport
A8K0Z3,Ubl conjugation
A8K2U0,3D-structure
A8K2U0,Alternative splicing
A8K2U0,Bait region
A8K2U0,Disulfide bond
A8K2U0,Glycoprotein
A8K2U0,Protease inhibitor
A8K2U0,Proteomics identification
A8K2U0,Reference proteome
A8K2U0,Secreted
A8K2U0,Serine protease inhibitor
A8K2U0,Signal
A8K2U0,Thioester bond
A8K4G0,Cell membrane
A8K4G0,Disulfide bond
A8K4G0,Immunity
A8K4G0,Immunoglobulin domain
A8K4G0,Membrane
A8K4G0,Phosphoprotein
A8K4G0,Proteomics identification
A8K4G0,Receptor
A8K4G0,Reference proteome
A8K4G0,Signal
A8K4G0,Transmembrane
A8K4G0,Transmembrane helix
A8K7I4,3D-structure
A8K7I4,Autocatalytic cleavage
A8K7I4,Calcium
A8K7I4,Calcium transport
A8K7I4,Cell membrane
A8K7I4,Chloride
A8K7I4,Direct protein sequencing
A8K7I4,Glycoprotein
A8K7I4,Hydrolase
A8K7I4,Ion transport
A8K7I4,Membrane
A8K7I4,Metal-binding
A8K7I4,Metalloprotease
A8K7I4,Protease
A8K7I4,Proteomics identification
A8K7I4,Reference proteome
A8K7I4,Secreted
A8K7I4,Signal
A8K7I4,Transport
A8K7I4,Zinc
A8K830,3D-structure
A8K830,Activator
A8K830,Alternative splicing
A8K830,Cytoplasm
A8K830,Nucleus
A8K830,Reference proteome
A8K830,Transcription
A8K830,Transcription regulation
A8K8P3,3D-structure
A8K8P3,Alternative splicing
A8K8P3,Cytoplasm
A8K8P3,Cytoskeleton
A8K8P3,Proteomics identification
A8K8P3,Reference proteome
A8K8P3,Repeat
A8K8V0,Alternative splicing
A8K8V0,DNA-binding
A8K8V0,Metal-binding
A8K8V0,Nucleus
A8K8V0,Proteomics identification
A8K8V0,Reference proteome
A8K8V0,Repeat
A8K8V0,Transcription
A8K8V0,Transcription regulation
A8K8V0,Zinc
A8K8V0,Zinc-finger
A8MPY1,Cell membrane
A8MPY1,Chloride
A8MPY1,Chloride channel
A8MPY1,Disulfide bond
A8MPY1,Glycoprotein
A8MPY1,Ion channel
A8MPY1,Ion transport
A8MPY1,Membrane
A8MPY1,Postsynaptic cell membrane
A8MPY1,Reference proteome
A8MPY1,Signal
A8MPY1,Synapse
A8MPY1,Transmembrane
A8MPY1,Transmembrane helix
A8MPY1,Transport
A8MQ03,Proteomics identification
A8MQ03,Reference proteome
A8MQ27,Alternative splicing
A8MQ27,Cytoplasm
A8MQ27,Metal-binding
A8MQ27,Notch signaling pathway
A8MQ27,Phosphoprotein
A8MQ27,Proteomics identification
A8MQ27,Reference proteome
A8MQ27,Repeat
A8MQ27,Transferase
A8MQ27,Ubl conjugation pathway
A8MQ27,Zinc
A8MQ27,Zinc-finger
A8MT69,3D-structure
A8MT69,Acetylation
A8MT69,Alternative splicing
A8MT69,Cell cycle
A8MT69,Cell division
A8MT69,Centromere
A8MT69,Chromosome
A8MT69,DNA damage
A8MT69,DNA repair
A8MT69,DNA-binding
A8MT69,Kinetochore
A8MT69,Mitosis
A8MT69,Nucleus
A8MT69,Proteomics identification
A8MT69,Reference proteome
A8MTA8,3D-structure
A8MTA8,Alternative splicing
A8MTA8,Cell projection
A8MTA8,Cilium
A8MTA8,Cytoplasm
A8MTA8,Cytoskeleton
A8MTA8,Flagellum
A8MTA8,Proteomics identification
A8MTA8,Reference proteome
A8MTJ3,3D-structure
A8MTJ3,Cytoplasm
A8MTJ3,GTP-binding
A8MTJ3,Lipoprotein
A8MTJ3,Magnesium
A8MTJ3,Metal-binding
A8MTJ3,Myristate
A8MTJ3,Nucleotide-binding
A8MTJ3,Proteomics identification
A8MTJ3,Reference proteome
A8MTJ3,Transducer
A8MTJ6,Developmental protein
A8MTJ6,Disease variant
A8MTJ6,DNA-binding
A8MTJ6,Nucleus
A8MTJ6,Phosphoprotein
A8MTJ6,Proteomics identification
A8MTJ6,Reference proteome
A8MTJ6,Transcription
A8MTJ6,Transcription regulation
A8MTQ0,Developmental protein
A8MTQ0,DNA-binding
A8MTQ0,Homeobox
A8MTQ0,Nucleus
A8MTQ0,Reference proteome
A8MTQ0,Transcription
A8MTQ0,Transcription regulation
A8MTZ0,3D-structure
A8MTZ0,Alternative splicing
A8MTZ0,Bardet-Biedl syndrome
A8MTZ0,Cell projection
A8MTZ0,Ciliopathy
A8MTZ0,Cilium
A8MTZ0,Cilium biogenesis/degradation
A8MTZ0,Cytoplasm
A8MTZ0,Obesity
A8MTZ0,Protein transport
A8MTZ0,Proteomics identification
A8MTZ0,Reference proteome
A8MTZ0,Transport
A8MUP2,Methyltransferase
A8MUP2,Mitochondrion
A8MUP2,Proteomics identification
A8MUP2,Reference proteome
A8MUP2,S-adenosyl-L-methionine
A8MUP2,Transferase
A8MUP2,Transit peptide
A8MV65,Alternative splicing
A8MV65,Isopeptide bond
A8MV65,Nucleus
A8MV65,Proteomics identification
A8MV65,Reference proteome
A8MV65,Transcription
A8MV65,Transcription regulation
A8MV65,Ubl conjugation
A8MVW5,ADP-ribosylation
A8MVW5,Alternative splicing
A8MVW5,Cell cycle
A8MVW5,Cell division
A8MVW5,Cytoplasm
A8MVW5,Cytoskeleton
A8MVW5,Disulfide bond
A8MVW5,Glycoprotein
A8MVW5,Golgi apparatus
A8MVW5,Immunoglobulin domain
A8MVW5,Membrane
A8MVW5,Mitosis
A8MVW5,Proteomics identification
A8MVW5,Reference proteome
A8MVW5,Repeat
A8MVW5,Signal
A8MVW5,Transmembrane
A8MVW5,Transmembrane helix
A8MW92,3D-structure
A8MW92,Acetylation
A8MW92,Alternative splicing
A8MW92,Isopeptide bond
A8MW92,Metal-binding
A8MW92,Nucleus
A8MW92,Phosphoprotein
A8MW92,Proteomics identification
A8MW92,Reference proteome
A8MW92,Repeat
A8MW92,Ubl conjugation
A8MW92,Zinc
A8MW92,Zinc-finger
A8MW95,3D-structure
A8MW95,Autophagy
A8MW95,Coiled coil
A8MW95,Cytoplasm
A8MW95,Reference proteome
A8MW99,Chromosome
A8MW99,DNA recombination
A8MW99,Meiosis
A8MW99,Reference proteome
A8MXD5,Cell projection
A8MXD5,Cilium
A8MXD5,Deafness
A8MXD5,Disease variant
A8MXD5,Hearing
A8MXD5,Non-syndromic deafness
A8MXD5,Proteomics identification
A8MXD5,Reference proteome
A8MXV4,Hydrolase
A8MXV4,Magnesium
A8MXV4,Manganese
A8MXV4,Metal-binding
A8MXV4,Peroxisome
A8MXV4,Proteomics identification
A8MXV4,Reference proteome
A8MYU2,3D-structure
A8MYU2,Cell membrane
A8MYU2,Cell projection
A8MYU2,Cilium
A8MYU2,Disease variant
A8MYU2,Flagellum
A8MYU2,Ion channel
A8MYU2,Ion transport
A8MYU2,Membrane
A8MYU2,Potassium
A8MYU2,Potassium channel
A8MYU2,Potassium transport
A8MYU2,Proteomics identification
A8MYU2,Reference proteome
A8MYU2,Transmembrane
A8MYU2,Transmembrane helix
A8MYU2,Transport
A8MYU2,Voltage-gated channel
A8MZ59,Alternative initiation
A8MZ59,DNA-binding
A8MZ59,Homeobox
A8MZ59,Nucleus
A8MZ59,Reference proteome
A8TX70,Alternative splicing
A8TX70,Cell adhesion
A8TX70,Collagen
A8TX70,Extracellular matrix
A8TX70,Glycoprotein
A8TX70,Hydroxylation
A8TX70,Proteomics identification
A8TX70,Reference proteome
A8TX70,Repeat
A8TX70,Secreted
A8TX70,Signal
A9QM74,Nucleus
A9QM74,Protein transport
A9QM74,Proteomics identification
A9QM74,Reference proteome
A9QM74,Repeat
A9QM74,Transport
A9UHW6,Alternative splicing
A9UHW6,Cytoplasm
A9UHW6,Nucleus
A9UHW6,Proteomics identification
A9UHW6,Reference proteome
A9UHW6,Translation regulation
A9YTQ3,3D-structure
A9YTQ3,Alternative splicing
A9YTQ3,Cytoplasm
A9YTQ3,DNA-binding
A9YTQ3,Isopeptide bond
A9YTQ3,Nucleus
A9YTQ3,Proteomics identification
A9YTQ3,Reference proteome
A9YTQ3,Transcription
A9YTQ3,Transcription regulation
A9YTQ3,Ubl conjugation
B0I1T2,Acetylation
B0I1T2,Actin-binding
B0I1T2,Adaptive immunity
B0I1T2,Alternative splicing
B0I1T2,ATP-binding
B0I1T2,Calmodulin-binding
B0I1T2,Cell membrane
B0I1T2,Cell projection
B0I1T2,Direct protein sequencing
B0I1T2,Immunity
B0I1T2,Lipid-binding
B0I1T2,Membrane
B0I1T2,Motor protein
B0I1T2,Myosin
B0I1T2,Nucleotide-binding
B0I1T2,Proteomics identification
B0I1T2,Reference proteome
B0L3A2,Cell membrane
B0L3A2,Membrane
B0L3A2,Receptor
B0L3A2,Reference proteome
B0L3A2,RNA editing
B0L3A2,Transmembrane
B0L3A2,Transmembrane helix
B0YJ81,Alternative splicing
B0YJ81,Developmental protein
B0YJ81,Disease variant
B0YJ81,Endoplasmic reticulum
B0YJ81,Fatty acid biosynthesis
B0YJ81,Fatty acid metabolism
B0YJ81,Glycoprotein
B0YJ81,Lipid biosynthesis
B0YJ81,Lipid metabolism
B0YJ81,Lyase
B0YJ81,Membrane
B0YJ81,Phosphoprotein
B0YJ81,Proteomics identification
B0YJ81,Reference proteome
B0YJ81,Transmembrane
B0YJ81,Transmembrane helix
B1AK53,Actin-binding
B1AK53,Alternative splicing
B1AK53,ANK repeat
B1AK53,Cell projection
B1AK53,Coiled coil
B1AK53,Cytoplasm
B1AK53,Cytoskeleton
B1AK53,Deafness
B1AK53,Disease variant
B1AK53,Hearing
B1AK53,Non-syndromic deafness
B1AK53,Phosphoprotein
B1AK53,Proteomics identification
B1AK53,Reference proteome
B1AK53,Repeat
B1AK53,Retinitis pigmentosa
B1AK53,Usher syndrome
B1AL88,3D-structure
B1AL88,Cell membrane
B1AL88,Disulfide bond
B1AL88,Glycoprotein
B1AL88,Membrane
B1AL88,Proteomics identification
B1AL88,Reference proteome
B1AL88,Transmembrane
B1AL88,Transmembrane helix
B2RPK0,Acetylation
B2RPK0,Chromosome
B2RPK0,DNA-binding
B2RPK0,Nucleus
B2RPK0,Proteomics identification
B2RPK0,Reference proteome
B2RPK0,Repeat
B2RTY4,Actin-binding
B2RTY4,Alternative splicing
B2RTY4,ATP-binding
B2RTY4,Cell projection
B2RTY4,Coiled coil
B2RTY4,Congenital myasthenic syndrome
B2RTY4,Cytoplasm
B2RTY4,Disease variant
B2RTY4,GTPase activation
B2RTY4,Membrane
B2RTY4,Metal-binding
B2RTY4,Motor protein
B2RTY4,Myosin
B2RTY4,Nucleotide-binding
B2RTY4,Phosphoprotein
B2RTY4,Proteomics identification
B2RTY4,Reference proteome
B2RTY4,Repeat
B2RTY4,Synapse
B2RTY4,Transmembrane
B2RTY4,Transmembrane helix
B2RTY4,Zinc
B2RTY4,Zinc-finger
B2RUY7,Alternative splicing
B2RUY7,Developmental protein
B2RUY7,Proteomics identification
B2RUY7,Reference proteome
B2RUY7,Repeat
B2RUY7,Secreted
B2RUY7,Signal
B2RUY7,Synapse
B2RUZ4,Acetylation
B2RUZ4,Blood group antigen
B2RUZ4,Cell membrane
B2RUZ4,Direct protein sequencing
B2RUZ4,Disulfide bond
B2RUZ4,Membrane
B2RUZ4,Phosphoprotein
B2RUZ4,Proteomics identification
B2RUZ4,Reference proteome
B2RUZ4,Signal-anchor
B2RUZ4,Transmembrane
B2RUZ4,Transmembrane helix
B2RXF5,Cytoplasm
B2RXF5,Disease variant
B2RXF5,DNA-binding
B2RXF5,Metal-binding
B2RXF5,Nucleus
B2RXF5,Proteomics identification
B2RXF5,Reference proteome
B2RXF5,Repeat
B2RXF5,Repressor
B2RXF5,Transcription
B2RXF5,Transcription regulation
B2RXF5,Zinc
B2RXF5,Zinc-finger
B2RXH2,3D-structure
B2RXH2,Chromatin regulator
B2RXH2,Dioxygenase
B2RXH2,Iron
B2RXH2,Metal-binding
B2RXH2,Nucleus
B2RXH2,Oxidoreductase
B2RXH2,Proteomics identification
B2RXH2,Reference proteome
B2RXH2,Transcription
B2RXH2,Transcription regulation
B2RXH2,Zinc
B3KU38,Alternative splicing
B3KU38,Cell projection
B3KU38,Coiled coil
B3KU38,Cytoplasm
B3KU38,Phosphoprotein
B3KU38,Reference proteome
B6A8C7,Adaptive immunity
B6A8C7,Alternative splicing
B6A8C7,Cell membrane
B6A8C7,Disulfide bond
B6A8C7,Glycoprotein
B6A8C7,Immunity
B6A8C7,Immunoglobulin domain
B6A8C7,Innate immunity
B6A8C7,Membrane
B6A8C7,Proteomics identification
B6A8C7,Receptor
B6A8C7,Reference proteome
B6A8C7,Repeat
B6A8C7,Signal
B6A8C7,Transmembrane
B6A8C7,Transmembrane helix
B7U540,Cell membrane
B7U540,Disease variant
B7U540,Endoplasmic reticulum
B7U540,Ion channel
B7U540,Ion transport
B7U540,Membrane
B7U540,Phosphoprotein
B7U540,Potassium
B7U540,Potassium transport
B7U540,Reference proteome
B7U540,Transmembrane
B7U540,Transmembrane helix
B7U540,Transport
B7U540,Voltage-gated channel
B7ZAQ6,Alternative splicing
B7ZAQ6,Glycoprotein
B7ZAQ6,Golgi apparatus
B7ZAQ6,Ion channel
B7ZAQ6,Ion transport
B7ZAQ6,Membrane
B7ZAQ6,Protein transport
B7ZAQ6,Reference proteome
B7ZAQ6,Transmembrane
B7ZAQ6,Transmembrane helix
B7ZAQ6,Transport
B7ZAQ6,Voltage-gated channel
B7ZBB8,Phosphoprotein
B7ZBB8,Proteomics identification
B7ZBB8,Reference proteome
C0HME6,Endoplasmic reticulum
C0HME6,Phosphoprotein
C0HME6,Proteomics identification
C0HME6,Reference proteome
C4AMC7,Actin-binding
C4AMC7,Cell projection
C4AMC7,Cytoplasm
C4AMC7,Cytoplasmic vesicle
C4AMC7,Cytoskeleton
C4AMC7,Endosome
C4AMC7,Isopeptide bond
C4AMC7,Membrane
C4AMC7,Reference proteome
C4AMC7,Transport
C4AMC7,Ubl conjugation
C9JE40,Cytoplasm
C9JE40,Disease variant
C9JE40,Nucleus
C9JE40,Proteomics identification
C9JE40,Reference proteome
C9JE40,RNA-binding
C9JLW8,Acetylation
C9JLW8,Cytoplasm
C9JLW8,Nucleus
C9JLW8,Phosphoprotein
C9JLW8,Proteomics identification
C9JLW8,Reference proteome
C9JR72,Cytoplasm
C9JR72,Disease variant
C9JR72,Kelch repeat
C9JR72,Nemaline myopathy
C9JR72,Proteomics identification
C9JR72,Reference proteome
C9JR72,Repeat
C9JR72,Ubl conjugation
C9JR72,Ubl conjugation pathway
C9JRZ8,Acetylation
C9JRZ8,Alternative splicing
C9JRZ8,Cytoplasm
C9JRZ8,Lipid metabolism
C9JRZ8,Mitochondrion
C9JRZ8,NADP
C9JRZ8,Oxidoreductase
C9JRZ8,Proteomics identification
C9JRZ8,Reference proteome
D3W0D1,3D-structure
D3W0D1,Cell membrane
D3W0D1,Disulfide bond
D3W0D1,Glycoprotein
D3W0D1,Lectin
